2022,,,,,,,,,
,Hibás (db),Összes gyártott (db),%,GAR (db),FIZ (db),,,,
DxC hajtások,79,654,"12,08%",Dia+Ari,Dia+Ari,,,,
IPS1-2,24,159,"15,09%",Dia+Ari,Dia+Ari,,,,
KB2ECAT,18,179,"10,06%",Dia+Ari,Dia+Ari,,,,
2023,,,,,,,,,
,Hibás (db),Összes gyártott (db),%,GAR (db),FIZ (db),,,,
DxC hajtások,36,137,"26,28%",Dia+Ari,Dia+Ari,,,,
IPS1-2,4,26,"15,38%",Dia+Ari,Dia+Ari,,,,
KB2ECAT,5,43,"11,63%",Dia+Ari,Dia+Ari,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
SZÉV szűrés,,,,,,,,,
2022,,,,,,,,,
Dátum,,,,Msz,Termék,Sn,Hibajelenség,,
2022.09.14,NCT (TAKSONY),Taksony,üzem,M21195,DAC-40/80-LE,43D-11-6787,motor indításnál ethercat hiba(Szegedi P.),1,db
2022.09.05,NCT (TAKSONY),Taksony,üzem,M20166,DSC-40/80-RE,42D-12-6293,IGBT hiba,1,db
IPS1-2,,,,,,,,4,db
2022.10.25,NCT(TAKSONY),Taksony,üzem,M21047,IPS2,607-10-1184,"Kap betápot, de nem kapcsol be.Előtte heteket, hónapokat ment. Szegedi Peti",,
2022.11.28,NCT(TAKSONY),Taksony,üzem,M22056,IPS2,607-10-1211,2. csatorna zárlatra megy,2,db
2023,,,,,,,,,
DxC hajtások,,,,,,,,9,db
2023.01.27,NCT(TAKSONY),Taksony,üzem,M22087,DAC-10/20-LT,43B-13-4623,szegecsanya hiányzik (Molnár Sz.),1,db
2023.01.31,NCT(TAKSONY),Taksony,üzem,M21174,DSC-10/20-LE,42B-11-7056,kondenzátor szikrázik(Szabados Gy.),,
2023.01.31,NCT(TAKSONY),Taksony,üzem,M21174,DSC-10/20-LE,42B-11-7055,IGBT hiba(Szabados Gy.),,
2023.03.31,NCT(TAKSONY),Taksony,üzem,M18040,DSC-10/20-LE,42B-11-4581,hőszenzor hibás,3,db
2023.04.24,NCT(TAKSONY),Taksony,üzem,M13244,DSC-20/40-LE,42C-11-6316,megégett a zöld phoenix csati(Reskó G.),,
2023.05.05,NCT (TAKSONY),Taksony,üzem,M21199,DSC-20/40-LE,42C-11-6540,"szabályozást nem lehet beállítani, nagy áramfelvétel",2,db
2023.01.11,NCT(TAKSONY),Taksony,üzem,M21086,DAC-40/80-LE,43D-11-7071,Ethercat hiba(Fábián P.),1,db
2023.03.03,NCT(TAKSONY),Taksony,üzem,M22109,DAC-40/80-RE,43D-12-7140,nem kapcsol be(Klötz A.),1,db
2023.05.04,NCT (TAKSONY),Taksony,üzem,M22122,DAC-60/120-RE,43E-12-7144,orsó indításra pukk (Szabados Gy.),1,db
IPS1-2,,,,,,,,2,db
2023.02.22,NCT(TAKSONY),Taksony,üzem,M22034,IPS2,607-10-1184,nem indul el,1,db
2023.04.18,NCT(TAKSONY),Taksony,üzem,M22065,IPS1,606-10-0166,Visszajelző led nem világít(Klötz A.),1,db
